"X","Y","OBJECTID","PID","SSL","PMPROPERTYID","UBID","PROPERTYNAME","PMPARENTPROPERTYID","PARENTPROPERTYNAME","ADDRESSOFRECORD","OWNEROFRECORD","WARD","REPORTEDADDRESS","CITY","STATE","POSTALCODE","YEARBUILT","PRIMARYPROPERTYTYPE_EPACALC","TAXRECORDFLOORAREA","REPORTEDBUILDINGGROSSFLOORAREA","BEPS","BEPS_METRIC_TYPE","BEPS_PROPERTY_GROUP","PROPERTY_BEPS_METRIC_YEAR","PROPERTY_BEPS_METRIC","MEETS_BEPS","DISTANCE_FROM_BEPS_ESTIMATED","PERFORMANCE_REQUIREMENT_EST","LATITUDE","LONGITUDE","XCOORD","YCOORD","MAR_ID","GIS_ID","GLOBALID","LASTUPDATE"
-76.9897755900128,38.8752815765492,108070,PM3956966,1025    0812,3956966,,Maritime Plaza-2,,,1220 12TH ST SE,WASHINGTON GAS LIGHT CO,6,1220 12th Street SE,WASHINGTON,DC,20003,2003,Office,145117,158913,71,ENERGYSTARSCORE,Office_all,2019,85,Meets BEPS,,,38.87527379,-76.98977331,400887.41010131,134160.54967153,289713,,{DF9A5348-F7F5-29BB-E053-792F520AEC22},2022/05/17 00:00:00+00
-77.0062230828107,38.9034427388967,107986,PM3993733,0674    0854,3993733,,Sentinel Square II,,,1050 1ST ST NE,SENTINEL SQUARE HANA OW L L C,6,1050 1st Street NE,WASHINGTON,DC,20002,2013,Office,341600,280363,71,ENERGYSTARSCORE,Office_all,2019,86,Meets BEPS,,,38.90343495,-77.0062208,399460.4097507,137286.6269736,310029,,{DF9A5348-F7A1-29BB-E053-792F520AEC22},2022/05/04 00:00:00+00
-77.0084373539483,38.9010190186598,107321,PM1391419,0675    0855,1391419,,(SOLD) 899 North Capitol Street (Union Square),,,899 NORTH CAPITOL ST NE,US UNION SQUARE DC 899 LLC,6,899 North Capitol Street,WASHINGTON,DC,20002,1973,Office,318096,314317,71,ENERGYSTARSCORE,Office_all,2019,72,Meets BEPS,,,38.90101123,-77.00843507,399268.31980239,137017.58993648,308942,,{DF9A5348-F508-29BB-E053-792F520AEC22},2022/05/04 00:00:00+00
-76.9982338577948,38.9000243999279,107484,PM3262071,0859    0837,3262071,,609 H STREET,,,601 H ST NE,609 H ST NE BLDG PJV LLC,6,609 H STREET,WASHINGTON,DC,20004,1987,Office,110281,79803,71,ENERGYSTARSCORE,Office_all,2019,97,Meets BEPS,,,38.90001661,-76.99823157,400153.40041695,136907.14681564,-31217,,{DF9A5348-F5AB-29BB-E053-792F520AEC22},2022/05/04 00:00:00+00
-77.031692307615,38.8988207406129,108047,PM3857228,0252    0078,3857228,,717 14th Street,,,703 14TH ST NW,717 14TH STREET LLC,2,"717 14th Street, NW",WASHINGTON,DC,20005,1955,Office,147884,124368,71,ENERGYSTARSCORE,Office_all,2019,83,Meets BEPS,,,38.89881295,-77.03169001,397251.04037123,136774.00657406,279904,,{DF9A5348-F7DE-29BB-E053-792F520AEC22},2022/05/04 00:00:00+00
-77.0207815218714,38.9028116422855,108086,PM4162444,0451    4218,4162444,,655 K Street - AAMC,,,655 K ST NW,ASSOCIATION OF AMERICAN MEDICAL COLLEGES,6,"655 K Street, NW",WASHINGTON,DC,20001,2014,Office,287792,299905,71,ENERGYSTARSCORE,Office_all,2019,79,Meets BEPS,,,38.90280385,-77.02077923,398197.60014661,137216.75652299,310393,,{DF9A5348-F805-29BB-E053-792F520AEC22},2022/05/04 00:00:00+00
-77.04309778327,38.9034211809431,107235,PM1431261,0107    0074,1431261,,1828 L Street Associates,,,1075 19TH ST NW,1828 L STREET ASSOCIATES LLC,2,"1828 L Street, NW",WASHINGTON,DC,20036,1965,Office,439521,339039,71,ENERGYSTARSCORE,Office_all,2019,82,Meets BEPS,,,38.90341339,-77.04309549,396261.90966186,137285.09759343,240970,,{DF9A5348-F4B2-29BB-E053-792F520AEC22},2022/05/04 00:00:00+00
-77.0430461137569,38.9028137575228,107322,PM1396919,0107    0077,1396919,,1875 K Street,,,1875 K ST NW,CP 1875 K STREET LLC,2,"1875 K Street, NW",WASHINGTON,DC,20006,2002,Office,267097,208952,71,ENERGYSTARSCORE,Office_all,2019,79,Meets BEPS,,,38.90280597,-77.04304382,396266.35970888,137217.6669597,279444,,{DF9A5348-F509-29BB-E053-792F520AEC22},2022/05/04 00:00:00+00
-77.0169747968873,38.8840678464308,107459,PM3048099,0537    0812,3048099,,Patriots Plaza II - 2261 (EPL),,,375 E ST SW,MEPT / FCP PATRIOTS PLAZA LLC,6,"375 E Street, SW",WASHINGTON,DC,20024,2009,Office,484047,336246,71,ENERGYSTARSCORE,Office_all,2019,71,Meets BEPS,,,38.88406006,-77.01697251,398527.40991637,135135.97976904,307097,,{DF9A5348-F592-29BB-E053-792F520AEC22},2022/05/04 00:00:00+00
-77.0182011553192,38.8841945898926,106785,PM1184444,0494    0032,1184444,,400 Virginia Avenue,,,400 VIRGINIA AVE SW,400 VIRGINIA AVENUE LLC,6,400 Virginia Avenue SW,WASHINGTON,DC,20024,1986,Office,304209,252289,71,ENERGYSTARSCORE,Office_all,2019,79,Meets BEPS,,,38.88418681,-77.01819887,398421.00974667,135150.07049263,28349,,{DF9A5348-F2F0-29BB-E053-792F520AEC22},2022/05/04 00:00:00+00
-77.0211628323777,38.8944592271016,108356,PM6182214,0458    0023,6182214,,633 Indiana Ave NW: 633 Indiana Avenue Northwest,,,633 INDIANA AVE NW,INDIANA ASSOCIATES,2,633 Indiana Avenue Northwest,WASHINGTON,DC,20004,1963,Office,175739,185839,71,ENERGYSTARSCORE,Office_all,2019,71,Meets BEPS,,,38.89445144,-77.02116054,398164.31022458,136289.57990986,238716,,{DF9A5348-F913-29BB-E053-792F520AEC22},2022/05/18 00:00:00+00
-77.0274169734582,38.9028683773123,108161,PM4508405,0316    0035,4508405,,1101 K Street - DC Reporting,,,1101 K ST NW,RG-1101 K LLC,2,1101 K Street,WASHINGTON,DC,20005,2006,Office,453141,322448,71,ENERGYSTARSCORE,Office_all,2019,76,Meets BEPS,,,38.90286059,-77.02741468,397622.04010484,137223.20704885,300315,,{DF9A5348-F850-29BB-E053-792F520AEC22},2022/05/04 00:00:00+00
-77.0293535741105,38.8846994643951,107616,PM1583325,0267    0042,1583325,,PORTALS III-1201 Maryland Avenue,,,1201 MARYLAND AVE SW,PARCEL 47D LLC,6,"1201 Maryland Avenue, SW",WASHINGTON,DC,20024,2005,Office,806904,522865,71,ENERGYSTARSCORE,Office_all,2019,77,Meets BEPS,,,38.88469168,-77.02935128,397453.41020536,135206.36695786,300320,,{DF9A5348-F62F-29BB-E053-792F520AEC22},2022/05/04 00:00:00+00
-77.021430700595,38.9016620586505,107553,PM2686138,0452    0032,2686138,,650 Mass Ave,,,650 MASSACHUSETTS AVE NW,BOP 650 MASS LLC,2,650 Massachusetts Avenue NW,WASHINGTON,DC,20001,1988,Office,465821,346459,71,ENERGYSTARSCORE,Office_all,2019,81,Meets BEPS,,,38.90165427,-77.02142841,398141.26002453,137089.15689811,243177,,{DF9A5348-F5F0-29BB-E053-792F520AEC22},2022/05/04 00:00:00+00
-77.01755791123,38.9010619645657,107572,PM2807339,0516S   0861,2807339,,455 Mass Ave,,,455 MASSACHUSETTS AVE NW,SQUARE 516S OFFICE VENTURE LLC,6,455 Massachusetts Ave NW,WASHINGTON,DC,20001,2008,Office,357180,252537,71,ENERGYSTARSCORE,Office_all,2019,83,Meets BEPS,,,38.90105418,-77.01755562,398477.1801875,137022.47035412,300381,,{DF9A5348-F603-29BB-E053-792F520AEC22},2022/05/04 00:00:00+00
-77.029162148092,38.9016577810112,106787,PM1188996,0285    0047,1188996,,1225 Eye Street,,,1225 I ST NW,1225 EYE STREET NW ASSOCIATES LLC,2,1225 Eye Street NW,WASHINGTON,DC,20005,1988,Office,310153,248131,71,ENERGYSTARSCORE,Office_all,2019,75,Meets BEPS,,,38.90164999,-77.02915986,397470.61959851,137088.86760409,240923,,{DF9A5348-F2F2-29BB-E053-792F520AEC22},2022/05/04 00:00:00+00
-77.0107678864499,38.897694912863,107341,PM1409004,0626    0078,1409004,,20 Massachusetts Avenue,,,20 MASSACHUSETTS AVE NW,GOVERNMENT PROPERTIES INCOME TRUST LLC,6,20 Massachusetts Avenue NW,WASHINGTON,DC,20001,1973,Office,437693,343971,71,ENERGYSTARSCORE,Office_all,2019,78,Meets BEPS,,,38.89768713,-77.0107656,399066.11997408,136648.60949589,243242,,{DF9A5348-F51C-29BB-E053-792F520AEC22},2022/05/04 00:00:00+00
-77.0377673401216,38.9040542412414,108257,PM4023596,0183    0847,4023596,,American Federation  of State County && Municiple Employees,,,1625 L ST NW,AFSCME BUILDING CORPORATION,2,1625 L Street NW,WASHINGTON,DC,20036,1955,Office,75033,75033,71,ENERGYSTARSCORE,Office_all,2019,73,Meets BEPS,,,38.90404645,-77.03776504,396724.3003968,137355.16759625,242026,,{DF9A5348-F8B0-29BB-E053-792F520AEC22},2022/05/05 00:00:00+00
-77.0215111604782,38.8970457990526,106775,PM1083462,0456    3068,1083462,,Terrell Place,,,575 7TH ST NW,TERRELL PLACE PROPERTY LLC,2,"575 7th Street, NW",WASHINGTON,DC,20004,2003,Office,455476,557373,71,ENERGYSTARSCORE,Office_all,2019,79,Meets BEPS,,,38.89703801,-77.02150887,398134.16003664,136576.7167498,279832,,{DF9A5348-F2E6-29BB-E053-792F520AEC22},2022/05/10 00:00:00+00
-77.0285616229728,38.9016391829877,106786,PM1188995,0285    0048,1188995,,1201 Eye Street,,,1201 I ST NW,"1201 EYE STREET NW ASSOCIATES, LLC",2,1201 Eye Street NW,WASHINGTON,DC,20005,2002,Office,274387,305868,71,ENERGYSTARSCORE,Office_all,2019,85,Meets BEPS,,,38.9016314,-77.02855933,397522.71003847,137086.78749669,240924,,{DF9A5348-F2F1-29BB-E053-792F520AEC22},2022/05/04 00:00:00+00
-77.0286497834394,38.9021329094844,106768,PM1070151,0285    0049,1070151,,1200 K Street,,,1200 K ST NW,1200 K STREET II CO LLC,2,1200 K Street NW,WASHINGTON,DC,20005,1992,Office,567863,429454.7,71,ENERGYSTARSCORE,Office_all,2019,86,Meets BEPS,,,38.90212512,-77.02864749,397515.08007373,137141.59678617,240925,,{DF9A5348-F2DF-29BB-E053-792F520AEC22},2022/05/04 00:00:00+00
-77.0264847459927,38.8978466388228,107492,PM3283449,0346    0805,3283449,,"Jemal's Cayre Woodies, LLC",,,1025 F ST NW,JEMAL'S CAYRE WOODIES LLC,2,"1025 F Street, NW",WASHINGTON,DC,20004,1927,Office,475872,550923,71,ENERGYSTARSCORE,Office_all,2019,82,Meets BEPS,,,38.89783885,-77.02648245,397702.74037642,136665.72977255,278794,,{DF9A5348-F5B3-29BB-E053-792F520AEC22},2022/05/18 00:00:00+00
-77.0391007141841,38.9029062191608,108355,PM6182213,0164    0003,6182213,,1001 Connecticut Ave NW: 1001 Connecticut Avenue Northwest,,,1009 CONNECTICUT AVE NW,1001 CONNECTICUT LLC,2,1001 Connecticut Avenue Northwest,WASHINGTON,DC,20036,1953,Office,171080,166407,71,ENERGYSTARSCORE,Office_all,2019,100,Meets BEPS,,,38.90289843,-77.03909842,396608.58985194,137227.77679621,278774,,{DF9A5348-F912-29BB-E053-792F520AEC22},2022/05/18 00:00:00+00
-77.0410412521801,38.904165651316,107210,PM1257640,0161    0037,1257640,,Bender Building,,,1120 CONNECTICUT AVE NW,JACK I BENDER & SONS,2,1120 Connecticut Ave. NW,WASHINGTON,DC,20036,1962,Office,403277,369441,71,ENERGYSTARSCORE,Office_all,2019,79,Meets BEPS,,,38.90415786,-77.04103896,396440.32961892,137367.65757722,241785,,{DF9A5348-F499-29BB-E053-792F520AEC22},2022/05/04 00:00:00+00
-77.0424676270314,38.9040108193918,107461,PM3048381,0140    0876,3048381,,1819 L Street NW,,,1819 L ST NW,SASAKAWA PEACE FOUNDATION,2,1819 L Street NW,WASHINGTON,DC,20036,1982,Office,70262,52873,71,ENERGYSTARSCORE,Office_all,2019,86,Meets BEPS,,,38.90400303,-77.04246533,396316.60000211,137350.52678128,241303,,{DF9A5348-F594-29BB-E053-792F520AEC22},2022/05/04 00:00:00+00
-77.0348121334283,38.9035485473782,107432,PM1873494,0198    0845,1873494,,The Executive Building,,,1034 15TH ST NW,UNIZO REAL ESTATE DC FIVE LLC,2,"1030 15th Street, NW",WASHINGTON,DC,20005,1968,Office,340022,352256,71,ENERGYSTARSCORE,Office_all,2019,87,Meets BEPS,,,38.90354076,-77.03480984,396980.60989891,137298.9300262,278796,,{DF9A5348-F577-29BB-E053-792F520AEC22},2022/05/04 00:00:00+00
-77.0258080361815,38.8971398768918,106781,PM1146829,0377    0044,1146829,,Jemal's Atlantic,,,527 10TH ST NW,JEMAL'S ATLANTIC LLC,2,"950 F Street, NW",WASHINGTON,DC,20004,2008,Office,297109,270818,71,ENERGYSTARSCORE,Office_all,2019,87,Meets BEPS,,,38.89713209,-77.02580574,397761.42041489,136587.25697387,239832,,{DF9A5348-F2EC-29BB-E053-792F520AEC22},2022/05/18 00:00:00+00
-77.0074448760273,38.8999011487163,107304,PM1348840,0677    0146,1348840,,750 First Street,,,750 1ST ST NE,APA 750 LLC,6,750 First Street NE,WASHINGTON,DC,20002,1991,Office,394400,392786,71,ENERGYSTARSCORE,Office_all,2019,82,Meets BEPS,,,38.89989336,-77.00744259,399354.40001545,136893.48990927,78854,,{DF9A5348-F4F7-29BB-E053-792F520AEC22},2022/05/04 00:00:00+00
-77.0330316597364,38.9048568972208,108370,PM6244129,0214    0109,6244129,,1120 Vermont Avenue NW,,,1120 VERMONT AVE NW,1120 VERMONT AVE ASSOCIATES LLP,2,1120 Vermont Avenue NW,WASHINGTON,DC,20005,1979,Office,666961,502009,71,ENERGYSTARSCORE,Office_all,2019,100,Meets BEPS,,,38.90484911,-77.03302937,397135.09961985,137444.11008044,240249,,{DF9A5348-F921-29BB-E053-792F520AEC22},2022/05/04 00:00:00+00
-77.0163912227965,38.8829257564487,107354,PM1420135,0538    0874,1420135,,GSA: 300 E Street SW,,,300 E ST SW,TWO INDEPENDENCE HANA OW LLC,6,300 E St SW,WASHINGTON,DC,20024,1991,Office,899096,659773,71,ENERGYSTARSCORE,Office_all,2019,96,Meets BEPS,,,38.88291797,-77.01638894,398578.01958325,135009.18974395,42489,,{DF9A5348-F529-29BB-E053-792F520AEC22},2022/05/04 00:00:00+00
-77.0103608383268,38.8984836409073,107615,PM1583321,0625    0061,1583321,,Republic Square - 25 Mass Ave,,,25 MASSACHUSETTS AVE NW,T-C REPUBLIC SQUARE OWNER LLC,6,"25 Massachusetts Ave, NW",WASHINGTON,DC,20001,2006,Office,551388,402012,71,ENERGYSTARSCORE,Office_all,2019,78,Meets BEPS,,,38.89847585,-77.01035855,399101.44014362,136736.15962224,300403,,{DF9A5348-F62E-29BB-E053-792F520AEC22},2022/05/04 00:00:00+00
-77.0518568006008,38.9065026130941,107228,PM1327025,0024    0115,1327025,,WWF  Square 0024 Lot 0115,,,1250 24TH ST NW,WORLD WILDLIFE FUND INC,2,"1250 24th Street, NW",WASHINGTON,DC,20037,1986,Office,311428,245626.9,71,ENERGYSTARSCORE,Office_all,2019,83,Meets BEPS,,,38.90649483,-77.0518545,395502.35004531,137627.55749721,273946,,{DF9A5348-F4AB-29BB-E053-792F520AEC22},2022/05/04 00:00:00+00
-77.0205037160527,38.8933072371556,107424,PM17978714,0459    0820,17978714,,601 Penn - Commercial,,,601 PENNSYLVANIA AVE NW,SAUL SUBSIDIARY II LTD,2,601 Pennsylvania Ave NW,WASHINGTON,DC,20004,1990,Office,50188,196097,71,ENERGYSTARSCORE,Office_all,2019,99,Meets BEPS,,,38.89329945,-77.02050143,398221.45969977,136161.68688092,226088,,{DF9A5348-F56F-29BB-E053-792F520AEC22},2022/05/18 00:00:00+00
-77.049466386382,38.8931238089991,108116,PM4378204,0062    0020,4378204,,American Pharmacists Association,,,2200 C ST NW,AMERICAN PHARMECISTS ASSOCIATION,2,"2215 Constitution Avenue, NW",WASHINGTON,DC,20037,2009,Office,368289,275298,71,ENERGYSTARSCORE,Office_all,2019,74,Meets BEPS,,,38.89311602,-77.04946409,395708.87981432,136142.2875523,279566,,{DF9A5348-F823-29BB-E053-792F520AEC22},2022/05/04 00:00:00+00
-77.0036824385589,38.906875416095,108447,PM4531936,0711    0820,4531936,,Three Constitution Square,,,175 N ST NE,CONSQUARE OFFICE THREE OWNER LLC,6,"175 N Street, NE",WASHINGTON,DC,20002,2013,Office,348844,374361,71,ENERGYSTARSCORE,Office_all,2019,81,Meets BEPS,,,38.90686763,-77.00368015,399680.80029975,137667.67037194,308963,,{DF9A5348-F96E-29BB-E053-792F520AEC22},2022/05/04 00:00:00+00
-77.0753689193206,38.9409284813394,108593,PM6668477,1825    0800,6668477,,"3939 Wisconsin Ave, NW",,,3939 WISCONSIN AVE NW,SIDWELL FRIENDS SCHOOL,3,3939 Wisconsin Ave NW,WASHINGTON,DC,20016,1948,Office,59407,56000,71,ENERGYSTARSCORE,Office_all,2019,73,Meets BEPS,,,38.94092069,-77.07536661,393466.15998372,141450.54025446,222232,,{DF9A5348-FA00-29BB-E053-792F520AEC22},2022/05/04 00:00:00+00
-77.0405968039263,38.9005014680561,107516,PM2256973,0127    0843,2256973,,1717 H St. NW,,,1717 H ST NW,1717 H 1 LLC,2,1717 H St. NW,WASHINGTON,DC,20006,1990,Office,487844,317809,71,ENERGYSTARSCORE,Office_all,2019,80,Meets BEPS,,,38.90049368,-77.04059451,396478.69980194,136960.88685884,279331,,{DF9A5348-F5CB-29BB-E053-792F520AEC22},2022/05/04 00:00:00+00
-77.0397372671704,38.9040402464155,107505,PM3315716,0162    0096,3315716,,1101 Connecticut Avenue DDOE,,,1101 CONNECTICUT AVENUE NW,WASHINGTON METROPOLITAN AREA TRANSIT AUTHORITY (WMATA),2,1101 Connecticut Avenue,WASHINGTON,DC,20036,1976,Office,179563,204000,71,ENERGYSTARSCORE,Office_all,2019,80,Meets BEPS,,,38.90403246,-77.03973497,396553.43008791,137353.68712361,241795,,{DF9A5348-F5C0-29BB-E053-792F520AEC22},2022/05/18 00:00:00+00
-77.0690819324789,38.9187357736093,107826,PM3353558,1299    1027,3353558,,"2115 Wisconsin, L.L.C.",,,2115 WISCONSIN AVE NW,JBG 2115 WISCONSIN LLC,3,2115 Wisconsin Avenue,WASHINGTON,DC,20007,1905,Office,397633,194041,71,ENERGYSTARSCORE,Office_all,2019,88,Meets BEPS,,,38.91872798,-77.06907963,394009.33967753,138986.5275325,284199,,{DF9A5348-F701-29BB-E053-792F520AEC22},2022/05/04 00:00:00+00
-77.0464192688802,38.9003137273095,108627,PM6752530,0101    0058,6752530,,2000 Penn,,,825 21ST ST NW,91 TTPA LESSEE LLC,2,2000 Pennsylvania Ave NW,WASHINGTON,DC,20006,1982,Office,480875,365866,71,ENERGYSTARSCORE,Office_all,2019,81,Meets BEPS,,,38.90030594,-77.04641697,395973.63007541,136940.28691327,243283,,{DF9A5348-FA22-29BB-E053-792F520AEC22},2022/05/04 00:00:00+00
-77.0439787684811,38.9074669451377,107443,PM1997814,0115    0084,1997814,,1300 19th St NW,,,1300 19TH ST NW,N19 ASSOCIATES LLC,2,1300 19th St NW,WASHINGTON,DC,20037,1978,Office,132359,133338,71,ENERGYSTARSCORE,Office_all,2019,77,Meets BEPS,,,38.90745916,-77.04397647,396185.71006897,137734.24732458,243287,,{DF9A5348-F582-29BB-E053-792F520AEC22},2022/05/10 00:00:00+00
-77.0445105345623,38.9045590550461,107441,PM1984865,0117    0075,1984865,,dca01000 1129 20th Street NW,,,1129 20TH ST NW,1129 20TH STREET NW OWNER LLC,2,1129 20th Street NW,WASHINGTON,DC,20036,2009,Office,139224,182220,71,ENERGYSTARSCORE,Office_all,2019,81,Meets BEPS,,,38.90455127,-77.04450824,396139.42973009,137411.47026763,278873,,{DF9A5348-F580-29BB-E053-792F520AEC22},2022/04/29 00:00:00+00
-77.0246312879174,38.879754779168,108362,PM6211760,; ,6211760,,The Wharf DC 800 Maine Ave SW,,,800 MAINE AVE SW,WHARF PHASE 1 RETAIL REIT LEASEHOLDER LLC,6,800 Maine Ave SW,WASHINGTON,DC,20024,2017,Office,120725,241450,71,ENERGYSTARSCORE,Office_all,2019,78,Meets BEPS,,,38.879747,-77.024629,397862.9788219,134657.34844703,302922,,{DF9A5348-F919-29BB-E053-792F520AEC22},2022/05/18 00:00:00+00
-77.0273388123468,38.8980642372735,107551,PM2681003,0320    0815,2681003,,1100 G Street,,,666 11TH ST NW,1100G HOLDINGS LLC,2,666 11th Street NW,WASHINGTON,DC,20001,1968,Office,144356,109959,71,ENERGYSTARSCORE,Office_all,2019,73,Meets BEPS,,,38.89805645,-77.02733652,397628.66003597,136689.90694597,239134,,{DF9A5348-F5EE-29BB-E053-792F520AEC22},2022/05/05 00:00:00+00
-77.0291513562406,38.9028959733758,107591,PM1488373,0284    0043,1488373,,1275 K Street,,,1275 K ST NW,METRO K LLC,2,"1275 K Street, NW",WASHINGTON,DC,20005,1983,Office,320015,236269,71,ENERGYSTARSCORE,Office_all,2019,86,Meets BEPS,,,38.90288819,-77.02914906,397471.60029934,137226.31747921,243281,,{DF9A5348-F616-29BB-E053-792F520AEC22},2022/05/18 00:00:00+00
-77.0418997688017,38.9007640611111,107293,PM1331462,0105    0845,1331462,,"1801 Pennsylvania Avenue, LLC",,,826 18TH ST NW,1801 PA AVE LLC,2,"1801 Pennsylvania Avenue, NW",WASHINGTON,DC,20006,1991,Office,276842,220131,153,WEATHERNORMALZEDSOUREUI_KBTUFT,Office_all,2019,70.3,Meets BEPS,,,38.90075627,-77.04189747,396365.6901881,136990.08752002,300931,,{DF9A5348-F4EC-29BB-E053-792F520AEC22},2022/05/04 00:00:00+00
-77.0232543302246,38.8965333394341,107606,PM1544020,0406    0026,1544020,,505 9th Street,,,500 8TH ST NW,500 8TH STREET PR LLC,2,505 9th Street,WASHINGTON,DC,20004,2007,Office,302601,348069,71,ENERGYSTARSCORE,Office_all,2019,77,Meets BEPS,,,38.89652555,-77.02325204,397982.92997025,136519.86668877,-29228,,{DF9A5348-F625-29BB-E053-792F520AEC22},2022/05/04 00:00:00+00
-77.0387860457105,38.9028120966484,108510,PM9960920,0164    0001,9960920,,1701 K Street: 1701 K Street Northwest,,,1701 K ST NW,1701 K LLC,2,1701 K Street Northwest,WASHINGTON,DC,20006,1954,Office,70785,71985,71,ENERGYSTARSCORE,Office_all,2019,72,Meets BEPS,,,38.90280431,-77.03878375,396635.87999345,137217.31707425,218413,,{DF9A5348-F9AD-29BB-E053-792F520AEC22},2022/05/18 00:00:00+00
-77.0330624718528,38.9004442080851,107463,PM3055681,0220    0044,3055681,,The Southern Building,,,1425 H ST NW,SOUTHERN BUILDING ASSOCIATES,2,"1425 H Street, NW",WASHINGTON,DC,20005,1915,Office,226531,198331,71,ENERGYSTARSCORE,Office_all,2019,71,Meets BEPS,,,38.90043642,-77.03306018,397132.24982589,136954.26688552,279158,,{DF9A5348-F596-29BB-E053-792F520AEC22},2022/05/04 00:00:00+00
-77.0472405064611,38.9028723125322,107313,PM1373989,0073    0084,1373989,,2121 K Street,,,2121 K ST NW,2121 K LLC,2,2121 K Street NW,WASHINGTON,DC,20037,1981,Office,235248,193537,71,ENERGYSTARSCORE,Office_all,2019,74,Meets BEPS,,,38.90286453,-77.04723821,395902.53983013,137224.34749758,243319,,{DF9A5348-F500-29BB-E053-792F520AEC22},2022/05/04 00:00:00+00
-77.0222231608109,38.9005314606438,107246,PM1446135,0428    0020,1446135,,810 7th St N.W.,,,814 7TH ST NW,810 SEVENTH AVENUE SPE LLC,2,810 7th St N.W.,WASHINGTON,DC,20001,1991,Office,405885,282901,71,ENERGYSTARSCORE,Office_all,2019,76,Meets BEPS,,,38.90052367,-77.02222087,398072.49002778,136963.66764825,238405,,{DF9A5348-F4BD-29BB-E053-792F520AEC22},2022/05/04 00:00:00+00
-77.0164010844802,38.8837101153177,107460,PM3048100,0537    0813,3048100,,Patriots Plaza III - 2262 (EPL),,,355 E ST SW,MEPT / FCP PATRIOTS PLAZA LLC,6,"355 E Street, SW",WASHINGTON,DC,20024,2009,Office,572413,414177,71,ENERGYSTARSCORE,Office_all,2019,84,Meets BEPS,,,38.88370233,-77.0163988,398577.17972495,135096.259887,307324,,{DF9A5348-F593-29BB-E053-792F520AEC22},2022/05/04 00:00:00+00
-77.0413867718788,38.9031712952664,108493,PM4743813,0163    0052,4743813,,1015 18th Street,,,1015 18TH ST NW,1015 18TH STREET OWNER LLC,2,"1015 18th Street, NW",WASHINGTON,DC,20036,1970,Office,139664,124797,153,WEATHERNORMALZEDSOUREUI_KBTUFT,Office_all,2019,149.9,Meets BEPS,,,38.90316351,-77.04138448,396410.30958902,137257.29022511,243414,,{DF9A5348-F99C-29BB-E053-792F520AEC22},2022/05/18 00:00:00+00
-77.0429602686321,38.9044170061403,107249,PM1470509,0140    0090,1470509,,1111 19th St NW,,,1111 19TH ST NW,UNIZO REAL ESTATE DC NINE LLC,2,1111 19th St NW,WASHINGTON,DC,20036,1979,Office,270061,299876,71,ENERGYSTARSCORE,Office_all,2019,85,Meets BEPS,,,38.90440922,-77.04295797,396273.89012566,137395.63714921,241299,,{DF9A5348-F4C0-29BB-E053-792F520AEC22},2022/05/04 00:00:00+00
-77.0103095500168,38.8969651956074,106955,PM10439960,0628    0896,10439960,,Capitol Place III- 50 F Street,,,50 F ST NW,50 F STREET LLC,6,50 F Street NW,WASHINGTON,DC,20001,1985,Office,266907,212247,71,ENERGYSTARSCORE,Office_all,2019,81,Meets BEPS,,,38.89695741,-77.01030726,399105.87029972,136567.60017677,218241,,{DF9A5348-F39A-29BB-E053-792F520AEC22},2022/05/04 00:00:00+00
-77.0284765895161,38.9413163093176,108259,PM4036707,2911    0004,4036707,,Library of Congress,,,1291 TAYLOR ST NW,HIMMELFARB PROPERTIES INC,4,"1291 Taylor Street, NW",WASHINGTON,DC,20011,1960,Office,88808,93166,71,ENERGYSTARSCORE,Office_all,2019,97,Meets BEPS,,,38.94130851,-77.02847429,397531.46039736,141491.27957189,223665,,{DF9A5348-F8B2-29BB-E053-792F520AEC22},2022/05/04 00:00:00+00
-77.0439127313133,38.9020790736898,107295,PM1335301,0086    0844,1335301,,1900 K Street,,,1900 K ST NW,TEACHERS INSURANCE AND ANNUITY ASSOCIATION OF AMER,2,1900 K Street NW,WASHINGTON,DC,20006,1996,Office,440000,379324,71,ENERGYSTARSCORE,Office_all,2019,79,Meets BEPS,,,38.90207129,-77.04391043,396191.15034502,137136.14736487,242552,,{DF9A5348-F4EE-29BB-E053-792F520AEC22},2022/05/04 00:00:00+00
-77.0094814644489,38.8965850857172,107808,PM3335507,0628    0169,3335507,,500 North Capitol,Not Applicable: Standalone Property,Not Applicable: Standalone Property,500 NORTH CAPITOL ST NW,500 NORTH CAPITOL LLC,6,500 North Capitol Street,WASHINGTON,DC,20001,2012,Office,297600,231958,71,ENERGYSTARSCORE,Office_all,2019,83,Meets BEPS,,,38.8965773,-77.00947918,399177.69984109,136525.39715955,237155,,{DF9A5348-F6EF-29BB-E053-792F520AEC22},2022/05/04 00:00:00+00
-77.0292539976786,38.9010169214323,107352,PM1419667,0286    0041,1419667,,1250 Eye Street,,,1250 I ST NW,1250 EYE STREET OWNER LLC,2,"1250 I Street, NW",WASHINGTON,DC,20005,1982,Office,239325,193051,71,ENERGYSTARSCORE,Office_all,2019,72,Meets BEPS,,,38.90100913,-77.0292517,397462.63043096,137017.72954235,240927,,{DF9A5348-F527-29BB-E053-792F520AEC22},2022/05/04 00:00:00+00
