"X","Y","OBJECTID","PID","SSL","PMPROPERTYID","UBID","PROPERTYNAME","PMPARENTPROPERTYID","PARENTPROPERTYNAME","ADDRESSOFRECORD","OWNEROFRECORD","WARD","REPORTEDADDRESS","CITY","STATE","POSTALCODE","YEARBUILT","PRIMARYPROPERTYTYPE_EPACALC","TAXRECORDFLOORAREA","REPORTEDBUILDINGGROSSFLOORAREA","BEPS","BEPS_METRIC_TYPE","BEPS_PROPERTY_GROUP","PROPERTY_BEPS_METRIC_YEAR","PROPERTY_BEPS_METRIC","MEETS_BEPS","DISTANCE_FROM_BEPS_ESTIMATED","PERFORMANCE_REQUIREMENT_EST","LATITUDE","LONGITUDE","XCOORD","YCOORD","MAR_ID","GIS_ID","GLOBALID","LASTUPDATE"
-77.0410493491834,38.9000053996496,107488,PM3268854,0166    0042,3268854,,1750 H Street NW,,,1754 H ST NW,FP CPT 1750 H STREET LLC,2,1750 H Street,WASHINGTON,DC,20006,2002,Office,166522,122193,71,ENERGYSTARSCORE,Office_all,2019,70,Does Not Meet BEPS,-1.62%,-1.62%,38.89999761,-77.04104705,396439.42024828,136905.83666878,218471,,{DF9A5348-F5AF-29BB-E053-792F520AEC22},2022/05/04 00:00:00+00
-77.0424642475382,38.9035628351192,106782,PM1159361,0107    0075,1159361,,MAPS 1801 K Street LLC,,,1822 L ST NW,MAPS 180 K STREET LLC,2,"1801 K Street, NW",WASHINGTON,DC,20006,1971,Office,818524,620265,71,ENERGYSTARSCORE,Office_all,2019,70,Does Not Meet BEPS,-1.62%,-1.62%,38.90355505,-77.04246195,396316.87004875,137300.79724554,279398,,{DF9A5348-F2ED-29BB-E053-792F520AEC22},2022/05/04 00:00:00+00
-77.0452967134227,38.9040473305701,107673,PM3501305,0100    0120,3501305,,2001 L Street,,,2001 L ST NW,2001 L STREET LLC,2,2001 L Street N.W.,WASHINGTON,DC,20036,1986,Office,161347,179732,71,ENERGYSTARSCORE,Office_all,2019,70,Does Not Meet BEPS,-1.62%,-1.62%,38.90403954,-77.04529442,396071.20961242,137354.69763977,240944,,{DF9A5348-F668-29BB-E053-792F520AEC22},2022/05/04 00:00:00+00
-77.025568304055,38.8985510898512,107472,PM3089076,0375    0836; 0375    7006,3089076,,"733 Tenth LL, LLC",,,945 G ST NW,FIRST CONGREGATIONAL UNITED CHURCH OF CHRIST,2,"733 10th St, NW",WASHINGTON,DC,20001,2011,Office,209664,201242,71,ENERGYSTARSCORE,Office_all,2019,70,Does Not Meet BEPS,-1.62%,-1.62%,38.8985433,-77.02556601,397782.26022932,136743.906678,306735,,{DF9A5348-F59F-29BB-E053-792F520AEC22},2022/05/19 00:00:00+00
-77.0587035378755,38.9019931509132,107220,PM1273462,1171    2893,1273462,,Harbourside,,,2900 K ST NW,COMM 2013 CCRE12 K STREET LLC,2,2900 K St. NW,WASHINGTON,DC,20007,2006,Office,259999,160514,71,ENERGYSTARSCORE,Office_all,2019,70,Does Not Meet BEPS,-1.62%,-1.62%,38.90198536,-77.05870124,394908.16964733,137127.32950019,273874,,{DF9A5348-F4A3-29BB-E053-792F520AEC22},2022/05/04 00:00:00+00
-77.0536876455962,38.901448576157,107801,PM3568865,0016    0884,3568865,,The River Inn,,,924 25TH ST NW,ALAMAC INC,2,924 25th Street N.W.,WASHINGTON,DC,20037,1956,Hotel,85052,76179,54,ENERGYSTARSCORE,Hotel,2019,52,Does Not Meet BEPS,-1.64%,-1.64%,38.90144079,-77.05368535,395343.2195883,137066.61003678,273930,,{DF9A5348-F6E8-29BB-E053-792F520AEC22},2022/05/04 00:00:00+00
-77.0727660305028,38.9233557019078,108154,PM4475485,1935    0045,4475485,,Glover Park Hotel,,,2507 WISCONSIN AVE NW,CS BOND ST S PROPERTIES LLC,3,"2505 Wisconsin Avenue, N.W.",WASHINGTON,DC,20007,1973,Hotel,138253,90248,54,ENERGYSTARSCORE,Hotel,2019,52,Does Not Meet BEPS,-1.64%,-1.64%,38.92334791,-77.07276372,393690.26024954,139499.62680899,301508,,{DF9A5348-F849-29BB-E053-792F520AEC22},2022/05/04 00:00:00+00
-77.0457561375763,38.9076408443679,108630,PM6766758,0097    0816,6766758,,Hotel Madera,,,1310 NEW HAMPSHIRE AVE NW,PIOS GRANDE XGEN DC HOTEL LLC,2,"1310 New Hampshire Ave NW,",WASHINGTON,DC,20036,1967,Hotel,60291,53971,54,ENERGYSTARSCORE,Hotel,2019,52,Does Not Meet BEPS,-1.64%,-1.64%,38.90763306,-77.04575384,396031.55994162,137753.62740662,243325,,{DF9A5348-FA25-29BB-E053-792F520AEC22},2022/05/18 00:00:00+00
-77.0105695332946,38.8964135901388,107700,PM3636028,0628    0859,3636028,,Capital Plaza,,,35 E ST NW,CAPITAL PLAZA PROPERTIES LLC,6,"35 E St., NW",WASHINGTON,DC,20001,1949,Multifamily Housing,82478,58300,66,ENERGYSTARSCORE,Multifamily Housing,2019,63,Does Not Meet BEPS,-2.14%,-2.14%,38.8964058,-77.01056725,399083.30971242,136506.36966039,237157,,{DF9A5348-F683-29BB-E053-792F520AEC22},2022/05/04 00:00:00+00
-77.0048765090724,38.8796161316067,107280,PM14836624,0737    0077,14836624,,Park Chelsea at The Collective,,,880 NEW JERSEY AVE SE,880 NEW JERSEY AVENUE LLC,6,880 New Jersey Ave,WASHINGTON,DC,20003,2016,Multifamily Housing,404150,444206,66,ENERGYSTARSCORE,Multifamily Housing,2019,63,Does Not Meet BEPS,-2.14%,-2.14%,38.87960835,-77.00487423,399577.06958876,134641.68025488,309404,,{DF9A5348-F4DF-29BB-E053-792F520AEC22},2022/05/18 00:00:00+00
-77.0321253553766,38.9611447376786,107845,PM3467992,2794    0899,3467992,,Walden Commons,,,1336 MISSOURI AVE NW,WALDEN COMMONS LLC,4,1336 Missouri Ave NW,WASHINGTON,DC,20011,1949,Multifamily Housing,160098,135000,66,ENERGYSTARSCORE,Multifamily Housing,2019,63,Does Not Meet BEPS,-2.14%,-2.14%,38.96113694,-77.03212306,397215.90983488,143692.5201822,257774,,{DF9A5348-F714-29BB-E053-792F520AEC22},2022/05/19 00:00:00+00
-77.0328539565275,38.924789855903,108133,PM4387508,2667    0062,4387508,,New Fairmont,,,1401 FAIRMONT ST NW,NEW FAIRMONT LP,1,1401 Fairmont Street NW ,WASHINGTON,DC,20009,1912,Multifamily Housing,89530,89530,66,ENERGYSTARSCORE,Multifamily Housing,2019,63,Does Not Meet BEPS,-2.14%,-2.14%,38.92478206,-77.03285166,397151.31010777,139656.82756323,234287,,{DF9A5348-F834-29BB-E053-792F520AEC22},2022/05/19 00:00:00+00
-77.0117011879004,38.9061813982505,107972,PM3991655,0619    2284,3991655,,Julius Hobson Plaza,,,76 NEW YORK AVE NW,JULIUS HOBSON PLAZA CONDO,6,55 M St NW,WASHINGTON,DC,20001,1980,Multifamily Housing,65144,63444,66,ENERGYSTARSCORE,Multifamily Housing,2019,63,Does Not Meet BEPS,-2.14%,-2.14%,38.90617361,-77.0116989,398985.28002971,137590.68708395,226086,,{DF9A5348-F793-29BB-E053-792F520AEC22},2022/05/18 00:00:00+00
-77.0049682807923,38.9059077906106,108676,PM7871629,0711    0812; 0711    0816; 0711    0818,7871629,,Flats 130 - Phase I and II,7871629,Flats 130 - Phase I and II,130 M ST NE,THE FLATS 130 DC RESIDENTIAL LLC,6,130 M Street NE,WASHINGTON,DC,20002,2010,Multifamily Housing,657617,742606,66,ENERGYSTARSCORE,Multifamily Housing,2019,63,Does Not Meet BEPS,-2.14%,-2.14%,38.9059,-77.004966,399569.26559647,137560.26084372,303694,,{DF9A5348-FA53-29BB-E053-792F520AEC22},2022/05/18 00:00:00+00
-77.0010224867847,38.9532590522168,108118,PM4378432,3767    0006,4378432,,Aventine Fort Totten Building 2 (vn241),,,300 HAMILTON STREET NE,W M A T A,5,"300 Hamilton Street, NE ",WASHINGTON,DC,20011,2008,Multifamily Housing,127400,100916,66,ENERGYSTARSCORE,Multifamily Housing,2019,63,Does Not Meet BEPS,-2.14%,-2.14%,38.95325125,-77.0010202,399911.56997179,142816.64663101,303504,,{DF9A5348-F825-29BB-E053-792F520AEC22},2022/05/18 00:00:00+00
-76.9331300973645,38.8900405769684,108246,PM4019462,5140    0088,4019462,,Carver Senior Apartments,,,4806 EAST CAPITOL ST NE,CARVER SENIOR APARTMENTS LIMITED PARTNERSHIP,7,4800 East Capitol St NE,WASHINGTON,DC,20019,2007,Multifamily Housing,90094,90094,66,ENERGYSTARSCORE,Multifamily Housing,2019,63,Does Not Meet BEPS,-2.14%,-2.14%,38.89003279,-76.93312784,405801.5595889,135800.98718919,17394,,{DF9A5348-F8A5-29BB-E053-792F520AEC22},2022/05/19 00:00:00+00
-77.0514873602891,38.8971793323878,107660,PM3500007,0033    0087,3500007,,Columbia Plaza All Bldgs,,,2400 VIRGINIA AVE NW,COLUMBIA PLAZA LP,2,2400 Virginia Ave NW,WASHINGTON,DC,20037,1968,Multifamily Housing,1544107,988819,66,ENERGYSTARSCORE,Multifamily Housing,2019,63,Does Not Meet BEPS,-2.14%,-2.14%,38.89717155,-77.05148506,395533.81007763,136592.58036846,274046,,{DF9A5348-F65B-29BB-E053-792F520AEC22},2022/05/19 00:00:00+00
-76.9508528780429,38.9058284300271,108045,PM3829893,5057    0039,3829893,,Paradise at Parkside,,,3515 JAY ST NE,JAY STREET ASSOCIATES,7,"3712-3722 Hayes Street, NE",WASHINGTON,DC,20019,1965,Multifamily Housing,586115,472535,66,ENERGYSTARSCORE,Multifamily Housing,2019,63,Does Not Meet BEPS,-2.14%,-2.14%,38.90582064,-76.95085061,404263.059953,137552.58713038,287999,,{DF9A5348-F7DC-29BB-E053-792F520AEC22},2022/05/19 00:00:00+00
-77.0555918257475,38.9362476876669,107679,PM3502821,2225    0844,3502821,,Quebec House South,,,2800 QUEBEC ST NW,QUEBEC HOUSE SOUTH LLC,3,"2800 Quebec Street, NW",WASHINGTON,DC,20008,1949,Multifamily Housing,344727,353727,66,ENERGYSTARSCORE,Multifamily Housing,2019,63,Does Not Meet BEPS,-2.14%,-2.14%,38.93623989,-77.05558952,395180.40023225,140929.70052932,219283,,{DF9A5348-F66E-29BB-E053-792F520AEC22},2022/05/19 00:00:00+00
-77.0535959695845,38.9031030662881,106986,PM10524218,0015    2001,10524218,,Swarthmore Condominium,,,1010 25TH ST NW,THE SWARTHMORE CONDO,2,1010 25th St NW,WASHINGTON,DC,20037,1938,Multifamily Housing,58440,58440,66,ENERGYSTARSCORE,Multifamily Housing,2019,63,Does Not Meet BEPS,-2.14%,-2.14%,38.90309528,-77.05359367,395351.27992798,137250.26705943,274889,,{DF9A5348-F3B9-29BB-E053-792F520AEC22},2022/05/18 00:00:00+00
-76.951671761904,38.8844327233744,107000,PM12004269,5423    1793,12004269,,Family Shelter 37th St SE,,,342 37TH ST SE,BANNEKER COURT CONDO,7,342 37TH STREET SE,WASHINGTON,DC,20019,1950,Other - Lodging/Residential,11015,14196,143,WEATHERNORMALZEDSOUREUI_KBTUFT,Lodging,2019,146.2,Does Not Meet BEPS,-2.19%,-2.19%,38.88442494,-76.95166949,404193.29037878,135177.45738651,34876,,{DF9A5348-F3C7-29BB-E053-792F520AEC22},2022/05/18 00:00:00+00
-77.0012645055548,38.8999959669875,107623,PM16069278,0777    0092,16069278,,Coda on H (cd057),16069278,Coda on H (cd057),315 H ST NE,315 H LLC,6,315 H St NE,WASHINGTON,DC,20002,2018,Multifamily Housing,92525,100987,66,ENERGYSTARSCORE,Multifamily Housing,2019,62,Does Not Meet BEPS,-2.82%,-2.82%,38.89998818,-77.00126222,399890.51014093,136903.99012886,39407,,{DF9A5348-F636-29BB-E053-792F520AEC22},2022/05/18 00:00:00+00
-77.0735883210841,38.9273257848363,107467,PM3075466,1930    0077,3075466,,Garfield House,,,2844 WISCONSIN AVE NW,GARFIELD ASSOCIATES LLC,3,2844 Wisconsin Ave. NW,WASHINGTON,DC,20007,1964,Multifamily Housing,63438,77242,66,ENERGYSTARSCORE,Multifamily Housing,2019,62,Does Not Meet BEPS,-2.82%,-2.82%,38.92731799,-77.07358601,393619.31025645,139940.39656927,262631,,{DF9A5348-F59A-29BB-E053-792F520AEC22},2022/05/19 00:00:00+00
-77.0160793849636,38.874412029487,108201,PM4353707,0546    0819,4353707,,River Park Mutual Homes,,,286 N ST SW,RIVER PARK MUTUAL HOMES INC,6,1301 Delaware Ave SW,WASHINGTON,DC,20024,1950,Multifamily Housing,363870,550000,66,ENERGYSTARSCORE,Multifamily Housing,2019,62,Does Not Meet BEPS,-2.82%,-2.82%,38.87440425,-77.0160771,398604.90982482,134064.09732731,276475,,{DF9A5348-F878-29BB-E053-792F520AEC22},2022/05/18 00:00:00+00
-77.0431414524771,38.9283501291474,108268,PM4066546,2588    0222,4066546,,Harvard Towers,,,1845 HARVARD STREET NW,DISTRICT OF COLUMBIA HOUSING AUTHORITY,1,1845 Harvard St. NW,WASHINGTON,DC,20009,1964,Multifamily Housing,148458,157320,66,ENERGYSTARSCORE,Multifamily Housing,2019,62,Does Not Meet BEPS,-2.82%,-2.82%,38.92834234,-77.04313915,396259.43032729,140052.42035005,236261,,{DF9A5348-F8BB-29BB-E053-792F520AEC22},2022/05/04 00:00:00+00
-77.0483279299779,38.9107587957055,108339,PM5929962,0067    0830,5929962,,State House - 2122 Massachusetts Ave,,,2122 MASSACHUSETTS AVE NW,THOMAS E ANDRACSEK TRUSTEE,2,2122 Massachusetts Ave NW,WASHINGTON,DC,20008,1951,Multifamily Housing,244904,196060,66,ENERGYSTARSCORE,Multifamily Housing,2019,62,Does Not Meet BEPS,-2.82%,-2.82%,38.91075101,-77.04832563,395808.68006389,138099.86031719,225943,,{DF9A5348-F902-29BB-E053-792F520AEC22},2022/05/19 00:00:00+00
-77.0244027890714,38.8981028127405,108134,PM4390334,0376    0068,4390334,,900 G,,,624 9TH ST NW,MASAVEU 900 G WASHINGTON LLC,2,"900 G Street, NW",WASHINGTON,DC,20001,2014,Office,102133,158093,71,ENERGYSTARSCORE,Office_all,2019,69,Does Not Meet BEPS,-3.20%,-3.20%,38.89809503,-77.0244005,397883.34983109,136694.11746223,310133,,{DF9A5348-F835-29BB-E053-792F520AEC22},2022/05/04 00:00:00+00
-77.0480997679742,38.9015497151259,108597,PM6691973,0075    0049,6691973,,"SCD Square 75, LLC",,,2136 PENNSYLVANIA AVE NW,THE GEORGE WASHINGTON UNIVERSITY,2,2112 Pennsylvania Avenue,WASHINGTON,DC,20037,2018,Office,240620,240254,71,ENERGYSTARSCORE,Office_all,2019,69,Does Not Meet BEPS,-3.20%,-3.20%,38.90154193,-77.04809747,395827.92994502,137077.56717645,313280,,{DF9A5348-FA04-29BB-E053-792F520AEC22},2022/05/04 00:00:00+00
-76.9880596575139,38.8675776957485,108470,PM4558775,5601    0056,4558775,,Anacostia Gateway,,,1800 MARTIN LUTHER KING JR AVE SE,ANACOSTIA GATEWAY LLC,8,"1800 Martin Luther King Jr., Ave. SE",WASHINGTON,DC,20020,2007,Office,115625,115625,71,ENERGYSTARSCORE,Office_all,2019,69,Does Not Meet BEPS,-3.20%,-3.20%,38.86756991,-76.98805738,401036.41997157,133305.37959489,56153,,{DF9A5348-F985-29BB-E053-792F520AEC22},2022/05/04 00:00:00+00
-77.0598369787245,38.9031784991733,107502,PM3306993,1191    0072,3306993,,1025 Thomas Jefferson Street,,,1025 THOMAS JEFFERSON ST NW,1025 THOMAS JEFFERSON INC,2,"1025 Thomas Jefferson Street, NW",WASHINGTON,DC,20007,1984,Office,451939,365917,71,ENERGYSTARSCORE,Office_all,2019,69,Does Not Meet BEPS,-3.20%,-3.20%,38.90317071,-77.05983468,394809.93968421,137258.97671514,276428,,{DF9A5348-F5BD-29BB-E053-792F520AEC22},2022/05/04 00:00:00+00
-77.0130761322955,38.8928275551184,107298,PM1342182,0574    0025,1342182,,101 Constitution,,,101 CONSTITUTION AVE NW,UNITED BROTHERHD CRPT JNR AM NATL H S FD,6,"101 Constitution Avenue, NW",WASHINGTON,DC,20001,2002,Office,561068,527366,71,ENERGYSTARSCORE,Office_all,2019,69,Does Not Meet BEPS,-3.20%,-3.20%,38.89281977,-77.01307385,398865.80957706,136108.32012706,278781,,{DF9A5348-F4F1-29BB-E053-792F520AEC22},2022/05/04 00:00:00+00
-77.0255126186701,38.8833876645953,107302,PM1347061,0387    0868,1347061,,950 L'Enfant Plaza,,,990 L'ENFANT PLAZA SW,WASHINGTON DC V FGF LLC,6,"950 L'Enfant Plaza, SW",WASHINGTON,DC,20024,1967,Office,276288,343598,71,ENERGYSTARSCORE,Office_all,2019,69,Does Not Meet BEPS,-3.20%,-3.20%,38.88337988,-77.02551033,397786.61984404,135060.64692227,301854,,{DF9A5348-F4F5-29BB-E053-792F520AEC22},2022/05/04 00:00:00+00
-77.0324288798271,38.9039976691571,107407,PM1238339,0215    0013,1238339,,1101 Vermont,,,1101 VERMONT AVE NW,1101 VERMONT AVE INVESTORS LLC,2,"1101 Vermont Ave, N.W.",WASHINGTON,DC,20005,1982,Office,208294,186367,71,ENERGYSTARSCORE,Office_all,2019,69,Does Not Meet BEPS,-3.20%,-3.20%,38.90398988,-77.03242659,397187.34964846,137348.70984874,240256,,{DF9A5348-F55E-29BB-E053-792F520AEC22},2022/05/19 00:00:00+00
-77.0235349142171,38.8993325512509,108040,PM3788558,0405    0024,3788558,,Edison Place DDOE,,,777 9TH ST NW,BFP 701 9TH CO LLC,2,"701 9th Street, NW",WASHINGTON,DC,20001,2001,Office,383813,398837,71,ENERGYSTARSCORE,Office_all,2019,69,Does Not Meet BEPS,-3.20%,-3.20%,38.89932476,-77.02353262,397958.67029414,136830.60754851,242895,,{DF9A5348-F7D7-29BB-E053-792F520AEC22},2022/05/04 00:00:00+00
-77.0381310764228,38.9040561859983,108443,PM5829,0183    0857,5829,,1101 17th Street,,,1101 17TH ST NW,CESC 1101 17TH STREET LIMITED PARTNERSHIP,2,1101 17th Street N.W.,WASHINGTON,DC,20036,1964,Office,330550,231396,71,ENERGYSTARSCORE,Office_all,2019,69,Does Not Meet BEPS,-3.20%,-3.20%,38.9040484,-77.03812878,396692.75006638,137355.39717693,278813,,{DF9A5348-F96A-29BB-E053-792F520AEC22},2022/05/04 00:00:00+00
-77.0235083998972,38.8944364198016,108532,PM6277202,0408    0836; 0408    3036,6277202,,801 Pennsylvania Avenue NW,,,801 PENNSYLVANIA AVE NW,COLUMBIA REIT - MARKET SQUARE EAST AND WEST,2,801 Pennsylvania Avenue NW,WASHINGTON,DC,20004,1990,Office,563738,520244,71,ENERGYSTARSCORE,Office_all,2019,69,Does Not Meet BEPS,-3.20%,-3.20%,38.89442863,-77.02350611,397960.82994606,136287.09759999,279946,,{DF9A5348-F9C3-29BB-E053-792F520AEC22},2022/04/29 00:00:00+00
-77.0380357378515,38.9081733308313,107515,PM2256771,0181    0161,2256771,,1625 Massachusetts Avenue NW,,,1625 MASSACHUSETTS AVE NW,1625 MASSACHUSETTS AVENUE LLC,2,1625 Massachusetts Avenue NW,WASHINGTON,DC,20036,1968,Office,266189,129514,71,ENERGYSTARSCORE,Office_all,2019,69,Does Not Meet BEPS,-3.20%,-3.20%,38.90816554,-77.03803344,396701.21017085,137812.42973293,242004,,{DF9A5348-F5CA-29BB-E053-792F520AEC22},2022/05/04 00:00:00+00
-77.0402287021209,38.9049915675818,107588,PM2962687,0162    0101,2962687,,1133 Connecticut Ave,,,1133 CONNECTICUT AVE NW,CONNECTICUT / DESALES PARTNERSHIP,2,1133 Connecticut Ave NW,WASHINGTON,DC,20036,1989,Office,236563,190958,71,ENERGYSTARSCORE,Office_all,2019,69,Does Not Meet BEPS,-3.20%,-3.20%,38.90498378,-77.04022641,396510.84963156,137459.31001359,241798,,{DF9A5348-F613-29BB-E053-792F520AEC22},2022/05/10 00:00:00+00
-76.947085532435,38.8978600893201,107173,PM12004180,5052    0014,12004180,,Department of Employment Services,,,4000 MINNESOTA AVENUE NE,DISTRICT OF COLUMBIA,7,4058 Minnesota Avenue NE,WASHINGTON,DC,20019,2010,Office,241725,283479,71,ENERGYSTARSCORE,Office_all,2019,69,Does Not Meet BEPS,-3.20%,-3.20%,38.8978523,-76.94708327,404590.3396105,136668.22004576,305174,,{DF9A5348-F474-29BB-E053-792F520AEC22},2022/05/04 00:00:00+00
-77.0107986871475,38.8970749363532,108476,PM4565989,0628    0895,4565989,,american federation of government employee,,,80 F ST NW,AMERICAN FEDERATION OF GOVERNMENT EMPLOYEES,6,80 f street nw,WASHINGTON,DC,20601,1984,Office,142975,133000,71,ENERGYSTARSCORE,Office_all,2019,69,Does Not Meet BEPS,-3.20%,-3.20%,38.89706715,-77.0107964,399063.440037,136579.78709443,218757,,{DF9A5348-F98B-29BB-E053-792F520AEC22},2022/05/04 00:00:00+00
-77.0584950671341,38.9363926196037,108317,PM5831585,2222    0015,5831585,,Sam's Park & Shop,,,3525 CONNECTICUT AVENUE NW,"AP 3501 -3529 CONNECTICUT AVE,LP",3,Connecticut Ave & Ordway,WASHINGTON,DC,20036,1995,Strip Mall,53447,50427,228,WEATHERNORMALZEDSOUREUI_KBTUFT,Strip shopping mall,2019,235.6,Does Not Meet BEPS,-3.23%,-3.23%,38.93638483,-77.05849276,394928.70027387,140945.94741557,900585,,{DF9A5348-F8EC-29BB-E053-792F520AEC22},2022/05/18 00:00:00+00
-77.0369736686935,38.9066742951444,108172,PM4188928,0182    0830,4188928,,Courtyard Marriott-SV,,,1600 RHODE ISLAND AVE NW,MILLBANK MASSACHUSETTS AVENUE LP,2,1600 Rhode Island Ave,WASHINGTON,DC,20036,1998,Hotel,119781,104000,54,ENERGYSTARSCORE,Hotel,2019,50,Does Not Meet BEPS,-3.24%,-3.24%,38.90666651,-77.03697137,396793.26028076,137645.98733503,800415,,{DF9A5348-F85B-29BB-E053-792F520AEC22},2022/05/04 00:00:00+00
-77.0321891458842,38.9281571066561,108537,PM6278959,2849    0839,6278959,,Trinity Towers Apartments LP,,,3023 14TH ST NW,TRINITY TOWERS APARTMENTS LP,1,3023 14th St NW,WASHINGTON,DC,20009,1928,Multifamily Housing,101814,101814,66,ENERGYSTARSCORE,Multifamily Housing,2019,61,Does Not Meet BEPS,-3.49%,-3.49%,38.92814931,-77.03218685,397209.09005208,140030.60055773,284554,,{DF9A5348-F9C8-29BB-E053-792F520AEC22},2022/05/19 00:00:00+00
-77.0323880819947,38.96470887093,108440,PM5824478,2790    0812,5824478,,Fort Stevens Place,,,1339 FORT STEVENS DRIVE NW,FT STEVENS PLACE LLC,4,1339 Fort Stevens Place NW,WASHINGTON,DC,20011,1954,Multifamily Housing,57925,53000,66,ENERGYSTARSCORE,Multifamily Housing,2019,61,Does Not Meet BEPS,-3.49%,-3.49%,38.96470107,-77.03238578,397193.28038232,144088.17989965,259562,,{DF9A5348-F967-29BB-E053-792F520AEC22},2022/05/17 00:00:00+00
-77.0815969775581,38.9232472735644,107940,PM4008538,1708    2440,4008538,,"4114 Davis Place, A Condominium Residence",,,4114 DAVIS PL NW,GLOVER PARK CONDO,3,4114 Davis Place NW,WASHINGTON,DC,20007,1955,Multifamily Housing,54937,54937,66,ENERGYSTARSCORE,Multifamily Housing,2019,61,Does Not Meet BEPS,-3.49%,-3.49%,38.92323948,-77.08159467,392924.46975613,139488.23758644,274864,,{DF9A5348-F773-29BB-E053-792F520AEC22},2022/05/19 00:00:00+00
-77.0516764326173,38.9021363434721,106924,PM10016666,0028    0000,10016666,,Varsity on K (vy67),,,950 24TH ST NW,"GATEWAY BAILEY, INC",2,950 24th St NW,WASHINGTON,DC,20037,1985,Multifamily Housing,120431,120431,66,ENERGYSTARSCORE,Multifamily Housing,2019,61,Does Not Meet BEPS,-3.49%,-3.49%,38.90212856,-77.05167413,395517.72024817,137142.85735817,274741,,{DF9A5348-F37B-29BB-E053-792F520AEC22},2022/05/04 00:00:00+00
-77.0314589374394,38.9648537700918,107920,PM4007122,2790    0810,4007122,,1329-1337 Ft Stevens,,,1331 FORT STEVENS DRIVE NW,1329-1337 FT STEVENS DR LLC,4,1329-1337 Ft Stevens Dr,WASHINGTON,DC,20011,1942,Multifamily Housing,64692,64692,66,ENERGYSTARSCORE,Multifamily Housing,2019,61,Does Not Meet BEPS,-3.49%,-3.49%,38.96484597,-77.03145664,397273.81001189,144104.23699992,283985,,{DF9A5348-F75F-29BB-E053-792F520AEC22},2022/05/19 00:00:00+00
-77.0828542487505,38.9329237722736,107686,PM3628787,1601    2424,3628787,,Sutton Towers Condominiums,,,3101 NEW MEXICO AVE NW,SUTTON TOWERS CONDO,3,"3101 New Mexico Avenue, NW #200",WASHINGTON,DC,20016,1980,Multifamily Housing,254896,255301,66,ENERGYSTARSCORE,Multifamily Housing,2019,61,Does Not Meet BEPS,-3.49%,-3.49%,38.93291598,-77.08285194,392816.4197745,140562.50994089,275646,,{DF9A5348-F675-29BB-E053-792F520AEC22},2022/05/18 00:00:00+00
-77.0462633146182,38.8971496014988,107330,PM14009903,0104    2025,14009903,,Letterman House Condominiums,,,2030 F ST NW,LETTERMAN HOUSE CONDO,2,2030 F Street NW,WASHINGTON,DC,20006,1960,Multifamily Housing,61824,80400,66,ENERGYSTARSCORE,Multifamily Housing,2019,61,Does Not Meet BEPS,-3.49%,-3.49%,38.89714182,-77.04626102,395986.97972697,136589.03748832,226224,,{DF9A5348-F511-29BB-E053-792F520AEC22},2022/05/04 00:00:00+00
-77.0398387651711,38.9088667059738,108568,PM6387271,0157    2151,6387271,,"Winthrop Condominium Association, Inc.",,,1727 MASSACHUSETTS AVE NW,THE WINTHROP CONDOMINIUM,2,1727 Massachusetts Ave. NW,WASHINGTON,DC,20036,1965,Multifamily Housing,68660,68660,66,ENERGYSTARSCORE,Multifamily Housing,2019,61,Does Not Meet BEPS,-3.49%,-3.49%,38.90885892,-77.03983647,396544.85988623,137889.46728032,238083,,{DF9A5348-F9E7-29BB-E053-792F520AEC22},2022/05/18 00:00:00+00
-77.0735215502465,38.9264339132119,107632,PM16729663,1930    1077,16729663,,2800 Wisconsin Ave Association,,,2800 WISCONSIN AVENUE NW,2800 WISCONSIN AVE CONDOMINIUM,3,2800 Wisconsin Ave NW,WASHINGTON,DC,20007,1960,Multifamily Housing,56766,77153,66,ENERGYSTARSCORE,Multifamily Housing,2019,61,Does Not Meet BEPS,-3.49%,-3.49%,38.92642612,-77.07351924,393625.02019049,139841.38672998,274830,,{DF9A5348-F63F-29BB-E053-792F520AEC22},2022/05/04 00:00:00+00
-77.0644072747944,38.9441282945027,108366,PM6225389,1964    0812,6225389,,UDC,6225389,UDC,4200 CONNECTICUT AVENUE NW,UNIVERSITY OF THE DISTRICT OF COLUMBIA,3,4200 Connecticut Ave.,WASHINGTON,DC,20008,1968,College/University,516328,1366692,180,Blended Custom Source Energy Use Intensity (EUI),University of District of Colubmia,2019,186.6,Does Not Meet BEPS,-3.54%,-3.54%,38.9441205,-77.06440497,394416.71987005,141805.02002043,297694,,{DF9A5348-F91D-29BB-E053-792F520AEC22},2022/05/18 00:00:00+00
-77.0470247597317,38.9104976080532,108305,PM4854460,0067    0059,4854460,,The Fairfax at Embassy Row,,,2100 MASSACHUSETTS AVE NW,NOIRO SOUTH LLC,2,2100 Mssachussetts ave nw,WASHINGTON,DC,20008,1928,Hotel,217507,217504,54,ENERGYSTARSCORE,Hotel,2019,49,Does Not Meet BEPS,-4.03%,-4.03%,38.91048982,-77.04702246,395921.69007897,138070.80705612,225940,,{DF9A5348-F8E0-29BB-E053-792F520AEC22},2022/05/04 00:00:00+00
